yourlist:M201501042EL1V9A9QJ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
NP_115664,Q96QD9,UIF_HUMAN,reviewed,UAP56-interacting factor (Forty-two-three domain-containing protein 1) (Protein 40-2-3),FYTTD1 UIF,Homo sapiens (Human),318
NP_001011553,A8K3D0,A8K3D0_HUMAN,unreviewed,cDNA FLJ75185,,Homo sapiens (Human),436
NP_061174,Q9P2B4,CT2NL_HUMAN,reviewed,CTTNBP2 N-terminal-like protein,CTTNBP2NL KIAA1433,Homo sapiens (Human),639
NP_077321,Q5QP82,DCA10_HUMAN,reviewed,DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32),DCAF10 WDR32,Homo sapiens (Human),559
NP_060395,Q5VZ89,DEN4C_HUMAN,reviewed,DENN domain-containing protein 4C,DENND4C C9orf55 C9orf55B,Homo sapiens (Human),1673
NP_060395,R4GNB2,R4GNB2_HUMAN,unreviewed,"DENN domain-containing protein 4C (DENN/MADD domain containing 4C, isoform CRA_b)",DENND4C hCG_28269,Homo sapiens (Human),1909
NP_036439,Q9Y2J2,E41L3_HUMAN,reviewed,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087
"NP_004507,NP_036350",Q12906,ILF3_HUMAN,reviewed,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,Homo sapiens (Human),894
NP_612395,Q96HR8,NAF1_HUMAN,reviewed,H/ACA ribonucleoprotein complex non-core subunit NAF1 (hNAF1),NAF1,Homo sapiens (Human),494
NP_005115,P49790,NU153_HUMAN,reviewed,Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153),NUP153,Homo sapiens (Human),1475
NP_002678,Q9H307,PININ_HUMAN,reviewed,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),PNN DRS MEMA,Homo sapiens (Human),717
NP_006459,Q9BUI4,RPC3_HUMAN,reviewed,DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C) (RNA polymerase III 62 kDa subunit) (RPC62),POLR3C,Homo sapiens (Human),534
NP_055527,O15047,SET1A_HUMAN,reviewed,Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.43) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1),SETD1A KIAA0339 KMT2F SET1 SET1A,Homo sapiens (Human),1707
NP_056366,O60279,SUSD5_HUMAN,reviewed,Sushi domain-containing protein 5,SUSD5 KIAA0527,Homo sapiens (Human),629
NP_005635,Q16514,TAF12_HUMAN,reviewed,Transcription initiation factor TFIID subunit 12 (Transcription initiation factor TFIID 20/15 kDa subunits) (TAFII-20/TAFII-15) (TAFII20/TAFII15),TAF12 TAF15 TAF2J TAFII20,Homo sapiens (Human),161
NP_060082,Q6NZY4,ZCHC8_HUMAN,reviewed,Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8),ZCCHC8,Homo sapiens (Human),707
NP_060136,Q8ND82,Z280C_HUMAN,reviewed,Zinc finger protein 280C (Suppressor of hairy wing homolog 3) (Zinc finger protein 633),ZNF280C SUHW3 ZNF633,Homo sapiens (Human),737
NP_001091742,Q01581,HMCS1_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS1 HMGCS,Homo sapiens (Human),520
NP_113668,Q9BRS2,RIOK1_HUMAN,reviewed,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (RIO kinase 1),RIOK1,Homo sapiens (Human),568
NP_056018,Q5VT52,RPRD2_HUMAN,reviewed,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2 KIAA0460 HSPC099,Homo sapiens (Human),1461
NP_005859,O15155,BET1_HUMAN,reviewed,BET1 homolog (hBET1) (Golgi vesicular membrane-trafficking protein p18),BET1,Homo sapiens (Human),118
NP_005859,Q53XK0,Q53XK0_HUMAN,unreviewed,"BET1 homolog (S. cerevisiae) (BET1 homolog (S. cerevisiae), isoform CRA_d) (cDNA, FLJ94635, Homo sapiens BET1 homolog (S. cerevisiae) (BET1), mRNA)",BET1 hCG_19198 tcag7.252,Homo sapiens (Human),118
NP_775105,Q149N8,SHPRH_HUMAN,reviewed,"E3 ubiquitin-protein ligase SHPRH (EC 3.6.4.-) (EC 6.3.2.-) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)",SHPRH KIAA2023,Homo sapiens (Human),1683
NP_004243,O14745,NHRF1_HUMAN,reviewed,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),SLC9A3R1 NHERF NHERF1,Homo sapiens (Human),358
NP_060130,Q86YP4,P66A_HUMAN,reviewed,Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A),GATAD2A,Homo sapiens (Human),633
NP_055642,O75152,ZC11A_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 11A,ZC3H11A KIAA0663 ZC3HDC11A,Homo sapiens (Human),810
NP_078942,Q6PD74,AAGAB_HUMAN,reviewed,Alpha- and gamma-adaptin-binding protein p34,AAGAB,Homo sapiens (Human),315
NP_683692,Q8NFC6,BD1L1_HUMAN,reviewed,Biorientation of chromosomes in cell division protein 1-like 1 (Protein FAM44A),BOD1L1 BOD1L FAM44A KIAA1327,Homo sapiens (Human),3051
NP_001092695,Q96MW1,CCD43_HUMAN,reviewed,Coiled-coil domain-containing protein 43,CCDC43,Homo sapiens (Human),224
NP_443080,Q96F63,CCD97_HUMAN,reviewed,Coiled-coil domain-containing protein 97,CCDC97,Homo sapiens (Human),343
NP_060250,Q6ZWF9,Q6ZWF9_HUMAN,unreviewed,"cDNA FLJ41163 fis, clone BRACE2039734 (Fragment)",,Homo sapiens (Human),572
NP_060250,Q9P2D1,CHD7_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7),CHD7 KIAA1416,Homo sapiens (Human),2997
NP_056078,Q8TDJ6,DMXL2_HUMAN,reviewed,DmX-like protein 2 (Rabconnectin-3),DMXL2 KIAA0856,Homo sapiens (Human),3036
NP_072046,Q9Y6K1,DNM3A_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA),DNMT3A,Homo sapiens (Human),912
NP_061936,Q9HC35,EMAL4_HUMAN,reviewed,Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120),EML4 C2orf2 EMAPL4,Homo sapiens (Human),981
NP_001017420,Q56NI9,ESCO2_HUMAN,reviewed,N-acetyltransferase ESCO2 (EC 2.3.1.-) (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2),ESCO2,Homo sapiens (Human),601
NP_000405,B2R659,B2R659_HUMAN,unreviewed,"cDNA, FLJ92803, highly similar to Homo sapiens hydroxysteroid (17-beta) dehydrogenase 4 (HSD17B4), mRNA",,Homo sapiens (Human),736
NP_000405,P51659,DHB4_HUMAN,reviewed,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MPF-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4,Homo sapiens (Human),736
NP_063945,Q9NRR6,INP5E_HUMAN,reviewed,"72 kDa inositol polyphosphate 5-phosphatase (EC 3.1.3.36) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (Phosphatidylinositol polyphosphate 5-phosphatase type IV)",INPP5E,Homo sapiens (Human),644
NP_055927,Q6P0Q8,MAST2_HUMAN,reviewed,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),MAST2 KIAA0807 MAST205,Homo sapiens (Human),1798
NP_037524,Q9UHY1,NRBP_HUMAN,reviewed,Nuclear receptor-binding protein,NRBP1 BCON3 NRBP,Homo sapiens (Human),535
NP_056365,Q9H4L5,OSBL3_HUMAN,reviewed,Oxysterol-binding protein-related protein 3 (ORP-3) (OSBP-related protein 3),OSBPL3 KIAA0704 ORP3 OSBP3,Homo sapiens (Human),887
NP_002645,P14618,KPYM_HUMAN,reviewed,Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58),PKM OIP3 PK2 PK3 PKM2,Homo sapiens (Human),531
NP_002645,V9HWB8,V9HWB8_HUMAN,unreviewed,Pyruvate kinase (EC 2.7.1.40),HEL-S-30,Homo sapiens (Human),531
NP_058633,P09884,DPOLA_HUMAN,reviewed,DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180),POLA1 POLA,Homo sapiens (Human),1462
NP_005392,A8K6H6,A8K6H6_HUMAN,unreviewed,"cDNA FLJ76875, highly similar to Homo sapiens protein tyrosine phosphatase, non-receptor type 14 (PTPN14), mRNA",,Homo sapiens (Human),1187
NP_005392,Q15678,PTN14_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez),PTPN14 PEZ PTPD2,Homo sapiens (Human),1187
NP_008909,O15541,R113A_HUMAN,reviewed,RING finger protein 113A (Zinc finger protein 183),RNF113A RNF113 ZNF183,Homo sapiens (Human),343
NP_005137,O43290,SNUT1_HUMAN,reviewed,U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1),SART1,Homo sapiens (Human),800
NP_060628,Q9BWU0,NADAP_HUMAN,reviewed,Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein),SLC4A1AP HLC3,Homo sapiens (Human),796
NP_008878,O76094,SRP72_HUMAN,reviewed,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),SRP72,Homo sapiens (Human),671
NP_008878,V9HWK0,V9HWK0_HUMAN,unreviewed,Signal recognition particle subunit SRP72,HEL103 SRP72 hCG_2027162,Homo sapiens (Human),671
NP_001034679,Q6P468,Q6P468_HUMAN,unreviewed,USP9X protein (Fragment),USP9X,Homo sapiens (Human),918
NP_001034679,Q93008,USP9X_HUMAN,reviewed,"Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)",USP9X DFFRX FAM USP9,Homo sapiens (Human),2570
NP_037418,Q8NDT2,RB15B_HUMAN,reviewed,Putative RNA-binding protein 15B (One-twenty two protein 3) (HuOTT3) (RNA-binding motif protein 15B),RBM15B OTT3,Homo sapiens (Human),890
NP_659467,Q8TAP8,PPR35_HUMAN,reviewed,Protein phosphatase 1 regulatory subunit 35,PPP1R35 C7orf47,Homo sapiens (Human),253
NP_003925,Q96I24,FUBP3_HUMAN,reviewed,Far upstream element-binding protein 3 (FUSE-binding protein 3),FUBP3 FBP3,Homo sapiens (Human),572
NP_001002800,Q58F29,Q58F29_HUMAN,unreviewed,SMC4 protein (Fragment),SMC4,Homo sapiens (Human),459
NP_001002800,Q9NTJ3,SMC4_HUMAN,reviewed,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog),SMC4 CAPC SMC4L1,Homo sapiens (Human),1288
NP_003283,P12270,TPR_HUMAN,reviewed,Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein),TPR,Homo sapiens (Human),2363
NP_001025,P31350,RIR2_HUMAN,reviewed,Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit),RRM2 RR2,Homo sapiens (Human),389
"NP_057404,NP_624357",P52948,NUP98_HUMAN,reviewed,Nuclear pore complex protein Nup98-Nup96 [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)],NUP98 ADAR2,Homo sapiens (Human),1817
NP_009194,O14579,COPE_HUMAN,reviewed,Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP),COPE,Homo sapiens (Human),308
NP_001295,O75976,CBPD_HUMAN,reviewed,Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180),CPD,Homo sapiens (Human),1380
NP_835144,Q659C4,LAR1B_HUMAN,reviewed,La-related protein 1B (La ribonucleoprotein domain family member 1B) (La ribonucleoprotein domain family member 2) (La-related protein 2),LARP1B LARP2,Homo sapiens (Human),914
NP_038476,Q9NRL2,BAZ1A_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1) (hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180) (WCRF180) (hWALp1),BAZ1A ACF1 WCRF180 HSPC317,Homo sapiens (Human),1556
NP_057158,Q9Y3E2,BOLA1_HUMAN,reviewed,BolA-like protein 1 (hBolA),BOLA1 CGI-143,Homo sapiens (Human),137
NP_061981,Q9H0W8,SMG9_HUMAN,reviewed,Protein SMG9 (Protein smg-9 homolog),SMG9 C19orf61,Homo sapiens (Human),520
NP_005432,Q13112,CAF1B_HUMAN,reviewed,Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60) (M-phase phosphoprotein 7),CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7,Homo sapiens (Human),559
NP_062831,Q9NRF8,PYRG2_HUMAN,reviewed,CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2),CTPS2,Homo sapiens (Human),586
NP_543157,Q16643,DREB_HUMAN,reviewed,Drebrin (Developmentally-regulated brain protein),DBN1 D0S117E,Homo sapiens (Human),649
NP_689853,Q8IZD4,DCP1B_HUMAN,reviewed,mRNA-decapping enzyme 1B (EC 3.-.-.-),DCP1B,Homo sapiens (Human),617
NP_056077,A8K5W5,A8K5W5_HUMAN,unreviewed,cDNA FLJ77522,,Homo sapiens (Human),1320
NP_056077,B3KMC4,B3KMC4_HUMAN,unreviewed,"cDNA FLJ10683 fis, clone NT2RP3000142, highly similar to Protein FAM21C",,Homo sapiens (Human),531
NP_056077,Q9Y4E1,FA21C_HUMAN,reviewed,WASH complex subunit FAM21C (Vaccinia virus penetration factor) (VPEF),FAM21C KIAA0592,Homo sapiens (Human),1318
NP_997716,Q96S90,LYSM1_HUMAN,reviewed,LysM and putative peptidoglycan-binding domain-containing protein 1,LYSMD1 SB145,Homo sapiens (Human),227
NP_061878,Q9NXC5,MIO_HUMAN,reviewed,WD repeat-containing protein mio,MIOS,Homo sapiens (Human),875
NP_003482,P41227,NAA10_HUMAN,reviewed,N-alpha-acetyltransferase 10 (EC 2.3.1.-) (EC 2.3.1.88) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (NatA catalytic subunit Naa10),NAA10 ARD1 ARD1A TE2,Homo sapiens (Human),235
NP_064550,Q9NS91,RAD18_HUMAN,reviewed,E3 ubiquitin-protein ligase RAD18 (EC 6.3.2.-) (Postreplication repair protein RAD18) (hHR18) (hRAD18) (RING finger protein 73),RAD18 RNF73,Homo sapiens (Human),495
NP_005602,Q08999,RBL2_HUMAN,reviewed,Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2),RBL2 RB2,Homo sapiens (Human),1139
NP_060045,Q86US8,EST1A_HUMAN,reviewed,Telomerase-binding protein EST1A (EC 3.1.-.-) (EST1-like protein A) (Ever shorter telomeres 1A) (Smg-6 homolog) (Telomerase subunit EST1A) (hSmg5/7a),SMG6 C17orf31 EST1A KIAA0732,Homo sapiens (Human),1419
NP_056170,A8K1U9,A8K1U9_HUMAN,unreviewed,"cDNA FLJ76762, highly similar to Homo sapiens suppressor of zeste 12 homolog (Drosophila) (SUZ12), mRNA",,Homo sapiens (Human),739
NP_056170,Q15022,SUZ12_HUMAN,reviewed,Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog),SUZ12 CHET9 JJAZ1 KIAA0160,Homo sapiens (Human),739
NP_060098,Q6N021,TET2_HUMAN,reviewed,Methylcytosine dioxygenase TET2 (EC 1.14.11.n2),TET2 KIAA1546 Nbla00191,Homo sapiens (Human),2002
NP_009045,P82094,TMF1_HUMAN,reviewed,TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa),TMF1 ARA160,Homo sapiens (Human),1093
NP_009045,Q6PII6,Q6PII6_HUMAN,unreviewed,TMF1 protein (Fragment),TMF1,Homo sapiens (Human),533
NP_003753,O75379,VAMP4_HUMAN,reviewed,Vesicle-associated membrane protein 4 (VAMP-4),VAMP4,Homo sapiens (Human),141
NP_003753,Q6IAZ3,Q6IAZ3_HUMAN,unreviewed,"VAMP4 protein (Vesicle-associated membrane protein 4, isoform CRA_b) (cDNA FLJ76098, highly similar to Homo sapiens vesicle-associated membrane protein 4 (VAMP4), transcript variant 2, mRNA)",VAMP4 hCG_37824,Homo sapiens (Human),141
NP_055860,Q7Z5K2,WAPL_HUMAN,reviewed,Wings apart-like protein homolog (Friend of EBNA2 protein),WAPAL FOE KIAA0261 WAPL,Homo sapiens (Human),1190
"NP_115834,NP_115711",Q8IWS0,PHF6_HUMAN,reviewed,PHD finger protein 6 (PHD-like zinc finger protein),PHF6 KIAA1823,Homo sapiens (Human),365
NP_056067,Q8NDI1,EHBP1_HUMAN,reviewed,EH domain-binding protein 1,EHBP1 KIAA0903 NACSIN,Homo sapiens (Human),1231
NP_060670,Q9NP66,HM20A_HUMAN,reviewed,High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein 1) (HMG domain-containing protein HMGX1),HMG20A HMGX1 HMGXB1,Homo sapiens (Human),347
NP_056414,O95394,AGM1_HUMAN,reviewed,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),PGM3 AGM1,Homo sapiens (Human),542
NP_057029,Q9NQQ7,S35C2_HUMAN,reviewed,Solute carrier family 35 member C2 (Ovarian cancer-overexpressed gene 1 protein),SLC35C2 C20orf5 OVCOV1 CGI-15,Homo sapiens (Human),365
NP_945314,Q6P158,DHX57_HUMAN,reviewed,Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57),DHX57,Homo sapiens (Human),1386
NP_945314,Q8N4U2,Q8N4U2_HUMAN,unreviewed,DHX57 protein (Fragment),DHX57,Homo sapiens (Human),209
NP_055644,Q7L014,DDX46_HUMAN,reviewed,Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog),DDX46 KIAA0801,Homo sapiens (Human),1031
NP_001002909,Q9UKJ3,GPTC8_HUMAN,reviewed,G patch domain-containing protein 8,GPATCH8 GPATC8 KIAA0553,Homo sapiens (Human),1502
NP_001960,P55010,IF5_HUMAN,reviewed,Eukaryotic translation initiation factor 5 (eIF-5),EIF5,Homo sapiens (Human),431
NP_006182,Q9UQ80,PA2G4_HUMAN,reviewed,Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1),PA2G4 EBP1,Homo sapiens (Human),394
NP_001613,P02765,FETUA_HUMAN,reviewed,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],AHSG FETUA PRO2743,Homo sapiens (Human),367
NP_006586,Q9BZZ5,API5_HUMAN,reviewed,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),API5 MIG8,Homo sapiens (Human),524
NP_054753,Q9Y294,ASF1A_HUMAN,reviewed,Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA),ASF1A CGI-98 HSPC146,Homo sapiens (Human),204
NP_859067,Q7Z7K6,CENPV_HUMAN,reviewed,Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6),CENPV PRR6,Homo sapiens (Human),275
NP_003984,P49760,CLK2_HUMAN,reviewed,Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2),CLK2,Homo sapiens (Human),499
NP_000077,Q13286,CLN3_HUMAN,reviewed,Battenin (Batten disease protein) (Protein CLN3),CLN3 BTS,Homo sapiens (Human),438
NP_079495,Q6AHX3,Q6AHX3_HUMAN,unreviewed,Putative uncharacterized protein DKFZp761N1221 (Fragment),DKFZp761N1221,Homo sapiens (Human),137
NP_079495,Q9H3Z4,DNJC5_HUMAN,reviewed,DnaJ homolog subfamily C member 5 (Cysteine string protein) (CSP),DNAJC5 CSP,Homo sapiens (Human),198
NP_085143,Q9BY84,DUS16_HUMAN,reviewed,Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7),DUSP16 KIAA1700 MKP7,Homo sapiens (Human),665
NP_004705,Q9Y463,DYR1B_HUMAN,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase),DYRK1B MIRK,Homo sapiens (Human),629
NP_060117,Q8IY81,SPB1_HUMAN,reviewed,pre-rRNA processing protein FTSJ3 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3),FTSJ3 SB92,Homo sapiens (Human),847
NP_003913,Q15751,HERC1_HUMAN,reviewed,Probable E3 ubiquitin-protein ligase HERC1 (EC 6.3.2.-) (HECT domain and RCC1-like domain-containing protein 1) (p532) (p619),HERC1,Homo sapiens (Human),4861
NP_003971,Q14244,MAP7_HUMAN,reviewed,Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7),MAP7,Homo sapiens (Human),749
NP_002389,O00470,MEIS1_HUMAN,reviewed,Homeobox protein Meis1,MEIS1,Homo sapiens (Human),390
NP_065999,Q8N108,MIER1_HUMAN,reviewed,Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1) (hMi-er1),MIER1 KIAA1610,Homo sapiens (Human),512
NP_056473,Q9Y3T9,NOC2L_HUMAN,reviewed,Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor),NOC2L NIR,Homo sapiens (Human),749
NP_060640,Q96P16,RPR1A_HUMAN,reviewed,Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein),RPRD1A P15RS,Homo sapiens (Human),312
NP_006266,Q13247,SRSF6_HUMAN,reviewed,"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)",SRSF6 SFRS6 SRP55,Homo sapiens (Human),344
NP_006518,Q14493,SLBP_HUMAN,reviewed,Histone RNA hairpin-binding protein (Histone stem-loop-binding protein),SLBP HBP,Homo sapiens (Human),270
NP_006518,Q53XR2,Q53XR2_HUMAN,unreviewed,"Stem-loop (Histone) binding protein (Stem-loop (Histone) binding protein, isoform CRA_b) (cDNA, FLJ96722, Homo sapiens stem-loop (histone) binding protein (SLBP), mRNA)",SLBP hCG_19671,Homo sapiens (Human),270
